Date,Family,Family ID,Tile Number,Recruit,Single/Clump,Survival,Survival2,LastSeenAlive,DeadorCensus,Status,Event
March,SBxSB,17,10,17.10.88,C,1,0,March,June,2,TRUE
March,SBxSB,17,10,17.10.91,C,1,0,March,June,2,TRUE
March,SBxSB,17,100,17.100.11,C,1,0,March,June,2,TRUE
March,SBxSB,17,100,17.100.13,S,1,0,March,June,2,TRUE
March,SBxSB,17,100,17.100.30,C,1,0,March,June,2,TRUE
March,SBxSB,17,100,17.100.4,C,1,0,March,June,2,TRUE
March,SBxSB,17,100,17.100.5,C,1,0,March,June,2,TRUE
March,SBxSB,17,101,17.101.1,S,1,0,March,June,2,TRUE
March,SBxSB,17,101,17.101.2,S,1,1,October,October,1,FALSE
March,SBxSB,17,102,17.102.30,S,1,0,March,June,2,TRUE
March,SBxSB,17,104,17.104.30,C,1,0,March,June,2,TRUE
March,SBxSB,17,106,17.106.14,C,1,0,March,June,2,TRUE
March,SBxSB,17,107,17.107.5,S,1,0,March,June,2,TRUE
March,SBxSB,17,109,17.109.15,C,1,0,March,June,2,TRUE
March,SBxSB,17,11,17.11.70,C,1,0,March,June,2,TRUE
March,SBxSB,17,110,17.110.52,S,1,0,March,June,2,TRUE
March,SBxSB,17,111,17.111.6,S,1,0,March,June,2,TRUE
March,SBxSB,17,112,17.112.24,S,1,0,March,June,2,TRUE
March,SBxSB,17,114,17.114.109,S,1,0,March,June,2,TRUE
March,SBxSB,17,114,17.114.112,S,1,0,June,October,2,TRUE
March,SBxSB,17,115,17.115.13,S,1,0,March,June,2,TRUE
March,SBxSB,17,115,17.115.26,S,1,0,March,June,2,TRUE
March,SBxSB,17,115,17.115.27,S,1,0,March,June,2,TRUE
March,SBxSB,17,115,17.115.28,S,1,0,March,June,2,TRUE
March,SBxSB,17,115,17.115.6,S,1,0,March,June,2,TRUE
March,SBxSB,17,117,17.117.56,S,1,0,March,June,2,TRUE
March,SBxSB,17,117,17.117.6,C,1,0,March,June,2,TRUE
March,SBxSB,17,118,17.118.13,C,1,0,March,June,2,TRUE
March,SBxSB,17,118,17.118.8,C,1,0,March,June,2,TRUE
March,SBxSB,17,119,17.119.26,S,1,0,March,June,2,TRUE
March,SBxSB,17,119,17.119.4,S,1,1,October,October,1,FALSE
March,SBxSB,17,119,17.119.5,S,1,0,March,June,2,TRUE
March,SBxSB,17,12,17.12.16,C,1,0,March,June,2,TRUE
March,SBxSB,17,120,17.120.1,C,1,0,March,June,2,TRUE
March,SBxSB,17,120,17.120.18,S,1,0,June,October,2,TRUE
March,SBxSB,17,120,17.120.19,S,1,0,June,October,2,TRUE
March,SBxSB,17,120,17.120.20,S,1,1,October,October,1,FALSE
March,SBxSB,17,121,17.121.1,C,1,0,June,October,2,TRUE
March,SBxSB,17,121,17.121.14,C,1,0,March,June,2,TRUE
March,SBxSB,17,121,17.121.15,C,1,0,March,June,2,TRUE
March,SBxSB,17,121,17.121.16,S,1,0,March,June,2,TRUE
March,SBxSB,17,121,17.121.3,S,1,0,March,June,2,TRUE
March,SBxSB,17,121,17.121.5,C,1,0,March,June,2,TRUE
March,SBxSB,17,121,17.121.9,C,1,0,March,June,2,TRUE
March,SBxSB,17,122,17.122.1,C,1,0,March,June,2,TRUE
March,SBxSB,17,126,17.126.10,C,1,0,March,June,2,TRUE
March,SBxSB,17,126,17.126.12,S,1,0,March,June,2,TRUE
March,SBxSB,17,126,17.126.13,S,1,0,March,June,2,TRUE
March,SBxSB,17,126,17.126.19,C,1,0,March,June,2,TRUE
March,SBxSB,17,126,17.126.21,C,1,0,March,June,2,TRUE
March,SBxSB,17,126,17.126.6,S,1,0,March,June,2,TRUE
March,SBxSB,17,126,17.126.7,S,1,0,March,June,2,TRUE
March,SBxSB,17,126,17.126.8,S,1,0,March,June,2,TRUE
March,SBxSB,17,126,17.126.9,C,1,0,March,June,2,TRUE
March,SBxSB,17,127,17.127.1,C,1,0,June,October,2,TRUE
March,SBxSB,17,127,17.127.2,S,1,0,March,June,2,TRUE
March,SBxSB,17,127,17.127.3,S,1,0,March,June,2,TRUE
March,SBxSB,17,127,17.127.4,C,1,0,June,October,2,TRUE
March,SBxSB,17,129,17.129.6,C,1,0,March,June,2,TRUE
March,SBxSB,17,13,17.13.21,S,1,0,March,June,2,TRUE
March,SBxSB,17,13,17.13.33,C,1,0,March,June,2,TRUE
March,SBxSB,17,13,17.13.34,C,1,0,March,June,2,TRUE
March,SBxSB,17,13,17.13.48,S,1,0,June,October,2,TRUE
March,SBxSB,17,130,17.130.4,C,1,0,March,June,2,TRUE
March,SBxSB,17,130,17.130.5,C,1,0,March,June,2,TRUE
March,SBxSB,17,130,17.130.6,C,1,0,March,June,2,TRUE
March,SBxSB,17,130,17.130.7,C,1,0,March,June,2,TRUE
March,SBxSB,17,131,17.131.12,C,1,0,March,June,2,TRUE
March,SBxSB,17,131,17.131.13,C,1,0,March,June,2,TRUE
March,SBxSB,17,131,17.131.17,C,1,0,March,June,2,TRUE
March,SBxSB,17,131,17.131.18,C,1,0,March,June,2,TRUE
March,SBxSB,17,131,17.131.22,C,1,0,March,June,2,TRUE
March,SBxSB,17,131,17.131.24,C,1,0,March,June,2,TRUE
March,SBxSB,17,131,17.131.32,C,1,0,March,June,2,TRUE
March,SBxSB,17,131,17.131.36,C,1,0,March,June,2,TRUE
March,SBxSB,17,132,17.132.7,C,1,0,June,October,2,TRUE
March,SBxSB,17,133,17.133.4,S,1,0,March,June,2,TRUE
March,SBxSB,17,134,17.134.9,S,1,1,October,October,1,FALSE
March,SBxSB,17,135,17.135.1,S,1,1,October,October,1,FALSE
March,SBxSB,17,139,17.139.4,C,1,0,March,June,2,TRUE
March,SBxSB,17,14,17.14.166,C,1,0,March,June,2,TRUE
March,SBxSB,17,14,17.14.46,C,1,0,March,June,2,TRUE
March,SBxSB,17,141,17.141.15,C,1,0,March,June,2,TRUE
March,SBxSB,17,141,17.141.2,S,1,0,March,June,2,TRUE
March,SBxSB,17,141,17.141.5,C,1,0,March,June,2,TRUE
March,SBxSB,17,145,17.145.19,C,1,0,March,June,2,TRUE
March,SBxSB,17,16,17.16.32,S,1,0,March,June,2,TRUE
March,SBxSB,17,16,17.16.65,S,1,1,October,October,1,FALSE
March,SBxSB,17,24,17.24.14,S,1,1,October,October,1,FALSE
March,SBxSB,17,24,17.24.15,S,1,0,June,October,2,TRUE
March,SBxSB,17,25,17.25.5,S,1,1,October,October,1,FALSE
March,SBxSB,17,29,17.28.29,S,1,0,June,October,2,TRUE
March,SBxSB,17,3,17.3.100,S,1,0,March,June,2,TRUE
March,SBxSB,17,3,17.3.48,S,1,0,March,June,2,TRUE
March,SBxSB,17,3,17.3.63,C,1,0,March,June,2,TRUE
March,SBxSB,17,3,17.3.70,C,1,0,March,June,2,TRUE
March,SBxSB,17,3,17.3.71,C,1,0,March,June,2,TRUE
March,SBxSB,17,3,17.3.83,S,1,0,March,June,2,TRUE
March,SBxSB,17,3,17.3.88,S,1,0,March,June,2,TRUE
March,SBxSB,17,3,17.3.97,S,1,0,March,June,2,TRUE
March,SBxSB,17,3,17.3.99,S,1,0,March,June,2,TRUE
March,SBxSB,17,34,17.34.24,S,1,0,June,October,2,TRUE
March,SBxSB,17,35,17.35.21,S,1,0,March,June,2,TRUE
March,SBxSB,17,36,17.36.21,S,1,0,March,June,2,TRUE
March,SBxSB,17,37,17.37.23,S,1,0,March,June,2,TRUE
March,SBxSB,17,37,17.37.26,S,1,0,March,June,2,TRUE
March,SBxSB,17,37,17.37.27,S,1,0,March,June,2,TRUE
March,SBxSB,17,37,17.37.51,C,1,1,October,October,1,FALSE
March,SBxSB,17,37,17.37.52,C,1,0,March,June,2,TRUE
March,SBxSB,17,37,17.37.53,C,1,0,March,June,2,TRUE
March,SBxSB,17,37,17.37.56,C,1,0,March,June,2,TRUE
March,SBxSB,17,37,17.37.57,C,1,0,March,June,2,TRUE
March,SBxSB,17,39,17.39.34,C,1,0,March,June,2,TRUE
March,SBxSB,17,39,17.39.51,C,1,0,March,June,2,TRUE
March,SBxSB,17,39,17.39.57,C,1,0,March,June,2,TRUE
March,SBxSB,17,39,17.39.58,C,1,0,March,June,2,TRUE
March,SBxSB,17,39,17.39.59,S,1,0,March,June,2,TRUE
March,SBxSB,17,39,17.39.60,S,1,0,March,June,2,TRUE
March,SBxSB,17,39,17.39.61,C,1,0,March,June,2,TRUE
March,SBxSB,17,4,17.4.3,C,1,0,March,June,2,TRUE
March,SBxSB,17,40,17.40.75,C,1,0,March,June,2,TRUE
March,SBxSB,17,40,17.40.76,S,1,0,March,June,2,TRUE
March,SBxSB,17,42,17.42.106,S,1,0,March,June,2,TRUE
March,SBxSB,17,42,17.42.122,S,1,0,June,October,2,TRUE
March,SBxSB,17,42,17.42.16,C,1,0,March,June,2,TRUE
March,SBxSB,17,42,17.42.2,C,1,0,March,June,2,TRUE
March,SBxSB,17,42,17.42.24,C,1,0,March,June,2,TRUE
March,SBxSB,17,42,17.42.29,C,1,0,March,June,2,TRUE
March,SBxSB,17,42,17.42.4,C,1,0,March,June,2,TRUE
March,SBxSB,17,42,17.42.41,S,1,0,March,June,2,TRUE
March,SBxSB,17,42,17.42.46,C,1,0,March,June,2,TRUE
March,SBxSB,17,42,17.42.94,S,1,0,March,June,2,TRUE
March,SBxSB,17,42,17.42.95,C,1,0,March,June,2,TRUE
March,SBxSB,17,43,17.43.13,C,1,0,March,June,2,TRUE
March,SBxSB,17,43,17.43.14,C,1,0,March,June,2,TRUE
March,SBxSB,17,45,17.45.4,S,1,0,June,October,2,TRUE
March,SBxSB,17,46,17.46.13,C,1,0,March,June,2,TRUE
March,SBxSB,17,46,17.46.14,C,1,0,March,June,2,TRUE
March,SBxSB,17,46,17.46.20,C,1,0,March,June,2,TRUE
March,SBxSB,17,46,17.46.21,C,1,0,March,June,2,TRUE
March,SBxSB,17,46,17.46.23,C,1,0,March,June,2,TRUE
March,SBxSB,17,46,17.46.24,C,1,0,March,June,2,TRUE
March,SBxSB,17,46,17.46.38,C,1,0,March,June,2,TRUE
March,SBxSB,17,46,17.46.46,C,1,0,March,June,2,TRUE
March,SBxSB,17,46,17.46.8,C,1,0,March,June,2,TRUE
March,SBxSB,17,46,17.46.9,C,1,0,March,June,2,TRUE
March,SBxSB,17,48,17.48.26,C,1,0,March,June,2,TRUE
March,SBxSB,17,48,17.48.27,C,1,0,March,June,2,TRUE
March,SBxSB,17,48,17.48.28,C,1,0,March,June,2,TRUE
March,SBxSB,17,48,17.48.29,C,1,0,March,June,2,TRUE
March,SBxSB,17,48,17.48.30,C,1,0,March,June,2,TRUE
March,SBxSB,17,49,17.49.110,S,1,0,March,June,2,TRUE
March,SBxSB,17,49,17.49.122,C,1,0,March,June,2,TRUE
March,SBxSB,17,49,17.49.175,S,1,0,March,June,2,TRUE
March,SBxSB,17,49,17.49.29,C,1,0,March,June,2,TRUE
March,SBxSB,17,49,17.49.37,C,1,0,March,June,2,TRUE
March,SBxSB,17,49,17.49.40,S,1,0,March,June,2,TRUE
March,SBxSB,17,49,17.49.41,C,1,0,March,June,2,TRUE
March,SBxSB,17,49,17.49.42,S,1,0,March,June,2,TRUE
March,SBxSB,17,49,17.49.50,C,1,0,March,June,2,TRUE
March,SBxSB,17,49,17.49.51,C,1,0,March,June,2,TRUE
March,SBxSB,17,49,17.49.53,C,1,0,March,June,2,TRUE
March,SBxSB,17,49,17.49.54,C,1,0,March,June,2,TRUE
March,SBxSB,17,49,17.49.55,C,1,0,March,June,2,TRUE
March,SBxSB,17,49,17.49.57,S,1,0,March,June,2,TRUE
March,SBxSB,17,49,17.49.61,C,1,0,March,June,2,TRUE
March,SBxSB,17,49,17.49.62,S,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.10,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.102,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.103,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.104,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.106,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.108,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.11,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.110,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.111,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.112,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.113,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.114,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.115,S,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.12,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.120,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.124,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.125,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.126,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.127,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.13,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.144,S,1,1,October,October,1,FALSE
March,SBxSB,17,50,17.50.15,S,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.16,S,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.17,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.18,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.20,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.21,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.22,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.23,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.24,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.25,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.26,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.28,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.29,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.3,S,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.31,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.33,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.35,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.36,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.39,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.45,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.46,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.47,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.48,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.49,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.50,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.51,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.52,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.53,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.54,S,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.55,S,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.56,S,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.57,S,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.58,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.59,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.6,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.60,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.61,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.62,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.63,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.64,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.65,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.7,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.70,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.71,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.72,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.73,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.75,S,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.76,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.77,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.78,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.8,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.80,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.81,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.86,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.88,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.9,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.95,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.97,C,1,0,March,June,2,TRUE
March,SBxSB,17,50,17.50.99,C,1,0,March,June,2,TRUE
March,SBxSB,17,51,17.51.147,S,1,0,March,June,2,TRUE
March,SBxSB,17,51,17.51.154,S,1,1,October,October,1,FALSE
March,SBxSB,17,53,17.53.1,S,1,0,March,June,2,TRUE
March,SBxSB,17,54,17.54.58,C,1,0,March,June,2,TRUE
March,SBxSB,17,58,17.58.3,C,1,0,March,June,2,TRUE
March,SBxSB,17,6,17.6.101,C,1,0,March,June,2,TRUE
March,SBxSB,17,6,17.6.102,C,1,0,March,June,2,TRUE
March,SBxSB,17,6,17.6.17,S,1,0,March,June,2,TRUE
March,SBxSB,17,6,17.6.63,S,1,0,March,June,2,TRUE
March,SBxSB,17,61,17.61.1,S,1,0,March,June,2,TRUE
March,SBxSB,17,61,17.61.2,C,1,0,March,June,2,TRUE
March,SBxSB,17,61,17.61.4,S,1,0,March,June,2,TRUE
March,SBxSB,17,62,17.62.17,C,1,0,March,June,2,TRUE
March,SBxSB,17,62,17.62.2,C,1,0,March,June,2,TRUE
March,SBxSB,17,62,17.62.22,C,1,0,March,June,2,TRUE
March,SBxSB,17,62,17.62.23,C,1,0,March,June,2,TRUE
March,SBxSB,17,62,17.62.24,C,1,0,March,June,2,TRUE
March,SBxSB,17,62,17.62.28,C,1,0,March,June,2,TRUE
March,SBxSB,17,62,17.62.29,C,1,0,March,June,2,TRUE
March,SBxSB,17,62,17.62.30,C,1,0,March,June,2,TRUE
March,SBxSB,17,62,17.62.31,C,1,0,March,June,2,TRUE
March,SBxSB,17,62,17.62.32,C,1,0,March,June,2,TRUE
March,SBxSB,17,62,17.62.36,C,1,0,March,June,2,TRUE
March,SBxSB,17,62,17.62.37,C,1,0,March,June,2,TRUE
March,SBxSB,17,62,17.62.38,C,1,0,March,June,2,TRUE
March,SBxSB,17,65,17.65.22,S,1,1,October,October,1,FALSE
March,SBxSB,17,65,17.65.23,S,1,1,October,October,1,FALSE
March,SBxSB,17,67,17.67.2,C,1,0,March,June,2,TRUE
March,SBxSB,17,67,17.67.6,C,1,0,March,June,2,TRUE
March,SBxSB,17,7,17.7.22,S,1,0,March,June,2,TRUE
March,SBxSB,17,70,17.70.1,C,1,0,March,June,2,TRUE
March,SBxSB,17,71,17.71.1,S,1,0,March,June,2,TRUE
March,SBxSB,17,71,17.71.10,S,1,0,March,June,2,TRUE
March,SBxSB,17,71,17.71.13,S,1,0,March,June,2,TRUE
March,SBxSB,17,71,17.71.14,C,1,0,March,June,2,TRUE
March,SBxSB,17,71,17.71.2,S,1,0,March,June,2,TRUE
March,SBxSB,17,71,17.71.24,C,1,0,March,June,2,TRUE
March,SBxSB,17,71,17.71.5,C,1,0,March,June,2,TRUE
March,SBxSB,17,73,17.73.1,C,1,0,March,June,2,TRUE
March,SBxSB,17,74,17.74.3,C,1,0,June,October,2,TRUE
March,SBxSB,17,75,17.75.3,S,1,1,October,October,1,FALSE
March,SBxSB,17,77,17.77.17,C,1,0,March,June,2,TRUE
March,SBxSB,17,8,17.8.19,S,1,0,March,June,2,TRUE
March,SBxSB,17,8,17.8.20,S,1,0,March,June,2,TRUE
March,SBxSB,17,8,17.8.53,C,1,0,March,June,2,TRUE
March,SBxSB,17,8,17.8.54,C,1,0,March,June,2,TRUE
March,SBxSB,17,80,17.80.38,C,1,0,March,June,2,TRUE
March,SBxSB,17,80,17.80.46,S,1,0,March,June,2,TRUE
March,SBxSB,17,80,17.80.5,S,1,0,March,June,2,TRUE
March,SBxSB,17,83,17.83.12,C,1,0,March,June,2,TRUE
March,SBxSB,17,83,17.83.14,C,1,0,March,June,2,TRUE
March,SBxSB,17,83,17.83.15,C,1,0,March,June,2,TRUE
March,SBxSB,17,83,17.83.16,C,1,0,March,June,2,TRUE
March,SBxSB,17,83,17.83.19,C,1,0,March,June,2,TRUE
March,SBxSB,17,83,17.83.22,C,1,0,March,June,2,TRUE
March,SBxSB,17,83,17.83.25,C,1,0,March,June,2,TRUE
March,SBxSB,17,83,17.83.26,C,1,0,March,June,2,TRUE
March,SBxSB,17,83,17.83.27,C,1,0,March,June,2,TRUE
March,SBxSB,17,83,17.83.28,C,1,0,March,June,2,TRUE
March,SBxSB,17,83,17.83.4,S,1,0,March,June,2,TRUE
March,SBxSB,17,83,17.83.7,S,1,0,March,June,2,TRUE
March,SBxSB,17,86,17.86.29,S,1,0,March,June,2,TRUE
March,SBxSB,17,86,17.86.48,C,1,0,March,June,2,TRUE
March,SBxSB,17,86,17.86.50,C,1,0,March,June,2,TRUE
March,SBxSB,17,89,17.89.1,S,1,1,October,October,1,FALSE
March,SBxSB,17,9,17.9.14,S,1,0,March,June,2,TRUE
March,SBxSB,17,9,17.9.19,C,1,0,March,June,2,TRUE
March,SBxSB,17,90,17.90.1,S,1,0,March,June,2,TRUE
March,SBxSB,17,91,17.91.5,S,1,0,June,October,2,TRUE
March,SBxSB,17,92,17.92.13,S,1,0,June,October,2,TRUE
March,SBxSB,17,92,17.92.14,S,1,0,June,October,2,TRUE
March,SBxSB,17,93,17.93.119,S,1,0,June,October,2,TRUE
March,SBxSB,17,94,17.94.119,S,1,1,October,October,1,FALSE
March,SBxSB,17,94,17.94.33,S,1,0,March,June,2,TRUE
March,SBxSB,17,95,17.95.40,C,1,1,October,October,1,FALSE
March,SBxSB,17,98,17.98.14,S,1,0,March,June,2,TRUE
March,SBxSB,17,98,17.98.15,S,1,1,October,October,1,FALSE
March,BKxCU,2,1,2.1.12,S,1,0,March,June,2,TRUE
March,BKxCU,2,1,2.1.3,S,1,0,March,June,2,TRUE
March,BKxCU,2,11,2.11.14,S,1,0,June,October,2,TRUE
March,BKxCU,2,12,2.12.11,S,1,0,March,June,2,TRUE
March,BKxCU,2,12,2.12.16,S,1,0,June,October,2,TRUE
March,BKxCU,2,13,2.13.12,S,1,0,June,October,2,TRUE
March,BKxCU,2,16,2.16.50,S,1,1,October,October,1,FALSE
March,BKxCU,2,18,2.18.2,S,1,0,March,June,2,TRUE
March,BKxCU,2,18,2.18.29,S,1,0,March,June,2,TRUE
March,BKxCU,2,18,2.18.44,S,1,1,October,October,1,FALSE
March,BKxCU,2,19,2.19.17,S,1,1,October,October,1,FALSE
March,BKxCU,2,21,2.21.1,S,1,1,October,October,1,FALSE
March,BKxCU,2,22,2.22.112,S,1,1,October,October,1,FALSE
March,BKxCU,2,23,2.23.18,S,1,1,October,October,1,FALSE
March,BKxCU,2,23,2.23.7,S,1,0,March,June,2,TRUE
March,BKxCU,2,23,2.23.8,S,1,0,March,June,2,TRUE
March,BKxCU,2,24,2.24.4,S,1,0,June,October,2,TRUE
March,BKxCU,2,24,2.24.5,S,1,0,June,October,2,TRUE
March,BKxCU,2,24,2.24.6,S,1,0,June,October,2,TRUE
March,BKxCU,2,25,2.25.3,S,1,0,March,June,2,TRUE
March,BKxCU,2,26,2.26.11,S,1,0,March,June,2,TRUE
March,BKxCU,2,27,2.27.36,S,1,0,March,June,2,TRUE
March,BKxCU,2,27,2.27.39,S,1,0,March,June,2,TRUE
March,BKxCU,2,27,2.27.40,S,1,0,March,June,2,TRUE
March,BKxCU,2,28,2.28.16,S,1,0,March,June,2,TRUE
March,BKxCU,2,28,2.28.17,S,1,0,March,June,2,TRUE
March,BKxCU,2,28,2.28.18,S,1,0,March,June,2,TRUE
March,BKxCU,2,28,2.28.19,S,1,0,March,June,2,TRUE
March,BKxCU,2,31,2.31.17,S,1,0,March,June,2,TRUE
March,BKxCU,2,31,2.31.18,S,1,0,March,June,2,TRUE
March,BKxCU,2,31,2.31.19,S,1,0,March,June,2,TRUE
March,BKxCU,2,31,2.31.21,S,1,0,March,June,2,TRUE
March,BKxCU,2,31,2.31.22,C,1,0,March,June,2,TRUE
March,BKxCU,2,31,2.31.23,S,1,0,March,June,2,TRUE
March,BKxCU,2,31,2.31.7,S,1,0,March,June,2,TRUE
March,BKxCU,2,32,2.32.28,S,1,0,June,October,2,TRUE
March,BKxCU,2,32,2.32.9,S,1,0,March,June,2,TRUE
March,BKxCU,2,34,2.34.4,S,1,0,March,June,2,TRUE
March,BKxCU,2,37,2.37.9,S,1,1,October,October,1,FALSE
March,BKxCU,2,39,2.39.1,S,1,0,March,June,2,TRUE
March,BKxCU,2,39,2.39.19,S,1,0,March,June,2,TRUE
March,BKxCU,2,39,2.39.20,S,1,0,March,June,2,TRUE
March,BKxCU,2,39,2.39.21,C,1,0,March,June,2,TRUE
March,BKxCU,2,39,2.39.7,S,1,0,March,June,2,TRUE
March,BKxCU,2,4,2.4.81,S,1,1,October,October,1,FALSE
March,BKxCU,2,41,2.41.19,C,1,0,March,June,2,TRUE
March,BKxCU,2,41,2.41.22,S,1,1,October,October,1,FALSE
March,BKxCU,2,43,2.43.3,S,1,1,October,October,1,FALSE
March,BKxCU,2,45,2.45.5,S,1,0,March,June,2,TRUE
March,BKxCU,2,5,2.5.1,S,1,1,October,October,1,FALSE
March,BKxCU,2,53,2.53.12,S,1,0,June,October,2,TRUE
March,BKxCU,2,53,2.53.13,S,1,1,October,October,1,FALSE
March,BKxCU,2,53,2.53.7,S,1,0,March,June,2,TRUE
March,BKxCU,2,6,2.6.19,S,1,1,October,October,1,FALSE
March,BKxCU,2,7,2.7.4,S,1,0,March,June,2,TRUE
March,BKxCU,2,71,2.71.1,S,1,0,March,June,2,TRUE
March,BKxCU,2,71,2.71.11,S,1,1,October,October,1,FALSE
March,BKxCU,2,71,2.71.2,S,1,0,March,June,2,TRUE
March,BKxCU,2,71,2.71.3,C,1,0,March,June,2,TRUE
March,BKxCU,2,71,2.71.5,C,1,0,March,June,2,TRUE
March,BKxCU,2,72,2.72.1,S,1,0,March,June,2,TRUE
March,BKxCU,2,72,2.72.11,S,1,1,October,October,1,FALSE
March,BKxCU,2,72,2.72.2,S,1,0,March,June,2,TRUE
March,BKxCU,2,72,2.72.3,S,1,0,March,June,2,TRUE
March,BKxCU,2,73,2.73.3,S,1,0,March,June,2,TRUE
March,BKxCU,2,73,2.73.6,S,1,0,March,June,2,TRUE
March,BKxCU,2,74,2.74.21,S,1,1,October,October,1,FALSE
March,BKxCU,2,76,2.76.20,C,1,0,March,June,2,TRUE
March,BKxCU,2,76,2.76.21,S,1,0,March,June,2,TRUE
March,BKxCU,2,77,2.77.11,C,1,0,March,June,2,TRUE
March,BKxCU,2,77,2.77.13,S,1,0,March,June,2,TRUE
March,BKxCU,2,77,2.77.14,S,1,0,March,June,2,TRUE
March,BKxCU,2,77,2.77.15,S,1,0,March,June,2,TRUE
March,BKxCU,2,77,2.77.24,S,1,0,March,June,2,TRUE
