Date,Family,Family ID,Tile Number,Recruit,Single/Clump,Survival,Survival2,LastSeenAlive,DeadorCensus,Status,Event
March,BKxCU,2,77,2.77.3,C,1,0,March,June,2,TRUE
March,BKxCU,2,77,2.77.4,C,1,0,March,June,2,TRUE
March,BKxCU,2,77,2.77.5,S,1,0,March,June,2,TRUE
March,BKxCU,2,77,2.77.6,C,1,0,March,June,2,TRUE
March,BKxCU,2,8,2.8.10,S,1,0,March,June,2,TRUE
March,BKxCU,2,8,2.8.11,S,1,0,March,June,2,TRUE
March,BKxCU,2,8,2.8.6,C,1,0,March,June,2,TRUE
March,BKxCU,2,8,2.8.7,C,1,0,March,June,2,TRUE
March,BKxCU,2,8,2.8.8,C,1,0,March,June,2,TRUE
March,BKxCU,2,8,2.8.9,S,1,0,March,June,2,TRUE
March,BKxCU,2,80,2.80.17,C,1,0,March,June,2,TRUE
March,BKxCU,2,80,2.80.19,S,1,0,March,June,2,TRUE
March,BKxCU,2,81,2.81.12,S,1,0,March,June,2,TRUE
March,BKxCU,2,81,2.81.14,S,1,0,March,June,2,TRUE
March,BKxCU,2,81,2.81.15,S,1,0,March,June,2,TRUE
March,BKxCU,2,81,2.81.36,S,1,0,March,June,2,TRUE
March,BKxCU,2,82,2.82.1,S,1,1,October,October,1,FALSE
March,BKxCU,2,83,2.83.16,S,1,0,March,June,2,TRUE
March,BKxCU,2,83,2.83.19,C,1,0,March,June,2,TRUE
March,BKxCU,2,83,2.83.22,S,1,0,March,June,2,TRUE
March,BKxCU,2,83,2.83.8,C,1,0,March,June,2,TRUE
March,BKxCU,2,84,2.84.28,C,1,0,March,June,2,TRUE
March,BKxCU,2,84,2.84.32,S,1,0,March,June,2,TRUE
March,BKxCU,2,86,2.86.4,S,1,0,March,June,2,TRUE
March,BKxCU,2,88,2.88.1,S,1,0,March,June,2,TRUE
March,BKxCU,2,88,2.88.2,S,1,0,March,June,2,TRUE
March,BKxCU,2,90,2.90.14,S,1,0,March,June,2,TRUE
March,BKxCU,2,90,2.90.6,S,1,0,March,June,2,TRUE
March,BKxCU,2,91,2.91.1,S,1,0,March,June,2,TRUE
March,BKxCU,2,91,2.91.4,S,1,0,March,June,2,TRUE
March,BKxDR,3,11,3.11.8,S,1,0,June,October,2,TRUE
March,BKxDR,3,13,3.13.16,S,1,0,March,June,2,TRUE
March,BKxDR,3,14,3.14.9,S,1,1,October,October,1,FALSE
March,BKxDR,3,18,3.18.1,S,1,0,June,October,2,TRUE
March,BKxDR,3,2,3.2.31,S,1,0,March,June,2,TRUE
March,BKxDR,3,2,3.2.56,S,1,0,June,October,2,TRUE
March,BKxDR,3,20,3.20.4,S,1,0,June,October,2,TRUE
March,BKxDR,3,22,3.22.29,S,1,1,October,October,1,FALSE
March,BKxDR,3,23,3.23.2,S,1,0,March,June,2,TRUE
March,BKxDR,3,23,3.23.4,S,1,1,October,October,1,FALSE
March,BKxDR,3,25,3.25.21,C,1,0,March,June,2,TRUE
March,BKxDR,3,25,3.25.24,S,1,0,March,June,2,TRUE
March,BKxDR,3,4,3.4.3,S,1,0,March,June,2,TRUE
March,BKxDR,3,4,3.4.5,S,1,0,March,June,2,TRUE
March,BKxDR,3,6,3.6.17,S,1,0,March,June,2,TRUE
March,BKxLS,4,1,4.1.33,S,1,0,March,June,2,TRUE
March,BKxLS,4,1,4.1.34,S,1,0,March,June,2,TRUE
March,BKxLS,4,10,4.10.29,S,1,0,March,June,2,TRUE
March,BKxLS,4,10,4.10.30,S,1,0,March,June,2,TRUE
March,BKxLS,4,10,4.10.31,S,1,0,March,June,2,TRUE
March,BKxLS,4,10,4.10.54,S,1,0,June,October,2,TRUE
March,BKxLS,4,10,4.10.6,S,1,0,March,June,2,TRUE
March,BKxLS,4,10,4.10.7,S,1,0,March,June,2,TRUE
March,BKxLS,4,10,4.10.8,S,1,0,March,June,2,TRUE
March,BKxLS,4,12,4.12.1,S,1,0,March,June,2,TRUE
March,BKxLS,4,12,4.12.10,S,1,0,March,June,2,TRUE
March,BKxLS,4,12,4.12.12,S,1,0,March,June,2,TRUE
March,BKxLS,4,12,4.12.13,S,1,1,October,October,1,FALSE
March,BKxLS,4,12,4.12.4,S,1,0,March,June,2,TRUE
March,BKxLS,4,12,4.12.7,S,1,0,March,June,2,TRUE
March,BKxLS,4,13,4.13.22,S,1,1,October,October,1,FALSE
March,BKxLS,4,16,4.16.10,C,1,0,March,June,2,TRUE
March,BKxLS,4,19,4.19.12,S,1,0,March,June,2,TRUE
March,BKxLS,4,19,4.19.13,S,1,0,March,June,2,TRUE
March,BKxLS,4,2,4.2.23,S,1,1,October,October,1,FALSE
March,BKxLS,4,2,4.2.36,S,1,1,October,October,1,FALSE
March,BKxLS,4,21,4.21.17,S,1,1,October,October,1,FALSE
March,BKxLS,4,27,4.27.35,S,1,0,June,October,2,TRUE
March,BKxLS,4,28,4.28.2,S,1,0,March,June,2,TRUE
March,BKxLS,4,28,4.28.3,S,1,0,March,June,2,TRUE
March,BKxLS,4,29,4.29.43,S,1,0,March,June,2,TRUE
March,BKxLS,4,29,4.29.77,S,1,0,June,October,2,TRUE
March,BKxLS,4,32,4.32.65,S,1,0,June,October,2,TRUE
March,BKxLS,4,34,4.34.41,S,1,0,March,June,2,TRUE
March,BKxLS,4,34,4.34.42,S,1,0,March,June,2,TRUE
March,BKxLS,4,36,4.36.6,S,1,1,October,October,1,FALSE
March,BKxLS,4,4,4.4.1,C,1,0,March,June,2,TRUE
March,BKxLS,4,40,4.40.16,C,1,0,March,June,2,TRUE
March,BKxLS,4,40,4.40.41,S,1,0,March,June,2,TRUE
March,BKxLS,4,42,4.42.16,S,1,0,March,June,2,TRUE
March,BKxLS,4,44,4.44.2,S,1,0,March,June,2,TRUE
March,BKxLS,4,44,4.44.29,S,1,0,March,June,2,TRUE
March,BKxLS,4,44,4.44.63,S,1,0,March,June,2,TRUE
March,BKxLS,4,44,4.44.64,S,1,0,June,October,2,TRUE
March,BKxLS,4,44,4.44.9,S,1,0,March,June,2,TRUE
March,BKxLS,4,46,4.46.11,S,1,0,June,October,2,TRUE
March,BKxLS,4,46,4.46.12,S,1,0,June,October,2,TRUE
March,BKxLS,4,46,4.46.5,S,1,0,March,June,2,TRUE
March,BKxLS,4,47,4.47.16,S,1,0,March,June,2,TRUE
March,BKxLS,4,49,4.49.33,S,1,0,March,June,2,TRUE
March,BKxLS,4,50,4.50.111,S,1,0,March,June,2,TRUE
March,BKxLS,4,50,4.50.24,S,1,0,March,June,2,TRUE
March,BKxLS,4,50,4.50.4,S,1,0,March,June,2,TRUE
March,BKxLS,4,50,4.50.64,S,1,0,March,June,2,TRUE
March,BKxLS,4,51,4.51.24,S,1,1,October,October,1,FALSE
March,BKxLS,4,55,4.55.10,S,1,0,March,June,2,TRUE
March,BKxLS,4,55,4.55.9,S,1,0,March,June,2,TRUE
March,BKxLS,4,56,4.56.11,S,1,0,March,June,2,TRUE
March,BKxLS,4,56,4.56.22,S,1,0,March,June,2,TRUE
March,BKxLS,4,56,4.56.5,S,1,0,March,June,2,TRUE
March,BKxLS,4,57,4.57.5,S,1,1,October,October,1,FALSE
March,BKxLS,4,60,4.60.11,S,1,0,March,June,2,TRUE
March,BKxLS,4,60,4.60.13,S,1,0,March,June,2,TRUE
March,BKxLS,4,60,4.60.14,S,1,0,March,June,2,TRUE
March,BKxLS,4,62,4.62.11,S,1,0,June,October,2,TRUE
March,BKxLS,4,66,4.66.1,S,1,0,March,June,2,TRUE
March,BKxLS,4,66,4.66.2,C,1,0,March,June,2,TRUE
March,BKxLS,4,66,4.66.7,C,1,0,March,June,2,TRUE
March,BKxLS,4,8,4.8.31,S,1,0,March,June,2,TRUE
March,BKxLS,4,9,4.9.11,S,1,0,March,June,2,TRUE
March,BKxLS,4,9,4.9.13,S,1,0,March,June,2,TRUE
March,BKxLS,4,9,4.9.7,S,1,0,March,June,2,TRUE
March,CUxBK,5,10,5.10.11,S,1,0,March,June,2,TRUE
March,CUxBK,5,10,5.10.12,C,1,0,March,June,2,TRUE
March,CUxBK,5,10,5.10.13,S,1,0,March,June,2,TRUE
March,CUxBK,5,10,5.10.18,S,1,0,March,June,2,TRUE
March,CUxBK,5,10,5.10.5,S,1,0,March,June,2,TRUE
March,CUxBK,5,10,5.10.6,S,1,0,March,June,2,TRUE
March,CUxBK,5,10,5.10.7,S,1,0,March,June,2,TRUE
March,CUxBK,5,11,5.11.10,S,1,0,March,June,2,TRUE
March,CUxBK,5,11,5.11.4,S,1,0,March,June,2,TRUE
March,CUxBK,5,12,5.12.51,S,1,0,March,June,2,TRUE
March,CUxBK,5,12,5.12.53,S,1,0,March,June,2,TRUE
March,CUxBK,5,12,5.12.66,S,1,0,June,October,2,TRUE
March,CUxBK,5,13,5.13.1,S,1,1,October,October,1,FALSE
March,CUxBK,5,15,5.15.43,S,1,0,June,October,2,TRUE
March,CUxBK,5,15,5.15.7,S,1,0,March,June,2,TRUE
March,CUxBK,5,16,5.16.4,S,1,0,March,June,2,TRUE
March,CUxBK,5,16,5.16.6,S,1,0,March,June,2,TRUE
March,CUxBK,5,16,5.16.8,S,1,1,October,October,1,FALSE
March,CUxBK,5,17,5.17.12,S,1,0,March,June,2,TRUE
March,CUxBK,5,17,5.17.14,S,1,0,March,June,2,TRUE
March,CUxBK,5,17,5.17.16,S,1,0,March,June,2,TRUE
March,CUxBK,5,17,5.17.17,S,1,0,March,June,2,TRUE
March,CUxBK,5,17,5.17.18,S,1,0,March,June,2,TRUE
March,CUxBK,5,17,5.17.2,S,1,0,March,June,2,TRUE
March,CUxBK,5,17,5.17.20,S,1,0,March,June,2,TRUE
March,CUxBK,5,17,5.17.6,S,1,0,March,June,2,TRUE
March,CUxBK,5,19,5.19.38,S,1,0,March,June,2,TRUE
March,CUxBK,5,19,5.19.39,S,1,0,March,June,2,TRUE
March,CUxBK,5,19,5.19.41,S,1,0,March,June,2,TRUE
March,CUxBK,5,19,5.19.42,S,1,0,March,June,2,TRUE
March,CUxBK,5,19,5.19.43,S,1,0,March,June,2,TRUE
March,CUxBK,5,19,5.19.46,S,1,0,March,June,2,TRUE
March,CUxBK,5,20,5.20.16,S,1,1,October,October,1,FALSE
March,CUxBK,5,21,5.21.32,S,1,1,October,October,1,FALSE
March,CUxBK,5,22,5.22.11,S,1,0,March,June,2,TRUE
March,CUxBK,5,22,5.22.2,S,1,0,March,June,2,TRUE
March,CUxBK,5,23,5.23.1,C,1,0,March,June,2,TRUE
March,CUxBK,5,23,5.23.15,S,1,1,October,October,1,FALSE
March,CUxBK,5,25,5.25.4,S,1,0,March,June,2,TRUE
March,CUxBK,5,26,5.26.3,S,1,0,March,June,2,TRUE
March,CUxBK,5,26,5.26.7,S,1,0,March,June,2,TRUE
March,CUxBK,5,27,5.27.9,S,1,0,March,June,2,TRUE
March,CUxBK,5,3,5.3.1,S,1,0,June,October,2,TRUE
March,CUxBK,5,31,5.31.7,S,1,0,March,June,2,TRUE
March,CUxBK,5,32,5.32.22,S,1,0,March,June,2,TRUE
March,CUxBK,5,35,5.35.44,S,1,0,March,June,2,TRUE
March,CUxBK,5,35,5.35.71,S,1,1,October,October,1,FALSE
March,CUxBK,5,37,5.37.4,S,1,0,March,June,2,TRUE
March,CUxBK,5,38,5.38.10,S,1,0,March,June,2,TRUE
March,CUxBK,5,38,5.38.11,C,1,0,March,June,2,TRUE
March,CUxBK,5,38,5.38.13,S,1,0,March,June,2,TRUE
March,CUxBK,5,38,5.38.14,S,1,0,March,June,2,TRUE
March,CUxBK,5,38,5.38.15,S,1,0,March,June,2,TRUE
March,CUxBK,5,39,5.39.16,S,1,0,March,June,2,TRUE
March,CUxBK,5,39,5.39.7,C,1,0,March,June,2,TRUE
March,CUxBK,5,39,5.39.9,S,1,0,March,June,2,TRUE
March,CUxBK,5,41,5.41.10,S,1,1,October,October,1,FALSE
March,CUxBK,5,41,5.41.2,C,1,0,March,June,2,TRUE
March,CUxBK,5,41,5.41.9,S,1,0,March,June,2,TRUE
March,CUxBK,5,42,5.42.1,S,1,0,June,October,2,TRUE
March,CUxBK,5,45,5.45.15,S,1,0,March,June,2,TRUE
March,CUxBK,5,45,5.45.16,S,1,0,March,June,2,TRUE
March,CUxBK,5,45,5.45.19,S,1,0,March,June,2,TRUE
March,CUxBK,5,45,5.45.20,S,1,1,October,October,1,FALSE
March,CUxBK,5,45,5.45.3,S,1,0,June,October,2,TRUE
March,CUxBK,5,45,5.45.6,S,1,0,June,October,2,TRUE
March,CUxBK,5,46,5.46.10,S,1,0,March,June,2,TRUE
March,CUxBK,5,46,5.46.11,S,1,1,October,October,1,FALSE
March,CUxBK,5,46,5.46.5,S,1,0,March,June,2,TRUE
March,CUxBK,5,46,5.46.9,S,1,0,March,June,2,TRUE
March,CUxBK,5,47,5.47.12,C,1,0,March,June,2,TRUE
March,CUxBK,5,47,5.47.14,S,1,0,March,June,2,TRUE
March,CUxBK,5,47,5.47.15,S,1,0,March,June,2,TRUE
March,CUxBK,5,47,5.47.16,S,1,0,March,June,2,TRUE
March,CUxBK,5,47,5.47.17,S,1,0,March,June,2,TRUE
March,CUxBK,5,47,5.47.18,S,1,0,March,June,2,TRUE
March,CUxBK,5,47,5.47.20,S,1,0,March,June,2,TRUE
March,CUxBK,5,47,5.47.4,S,1,0,March,June,2,TRUE
March,CUxBK,5,47,5.47.6,S,1,0,March,June,2,TRUE
March,CUxBK,5,66,5.66.24,S,1,0,March,June,2,TRUE
March,CUxBK,5,66,5.66.25,S,1,0,June,October,2,TRUE
March,CUxBK,5,68,5.68.32,S,1,1,October,October,1,FALSE
March,CUxBK,5,68,5.68.33,S,1,1,October,October,1,FALSE
March,CUxBK,5,70,5.70.38,S,1,0,March,June,2,TRUE
March,CUxBK,5,70,5.70.41,S,1,0,March,June,2,TRUE
March,CUxBK,5,71,5.71.8,S,1,0,June,October,2,TRUE
March,CUxBK,5,72,5.72.14,S,1,0,March,June,2,TRUE
March,CUxBK,5,8,5.8.9,S,1,0,June,October,2,TRUE
March,CUxBK,5,9,5.9.156,S,1,0,March,June,2,TRUE
March,CUxCU,6,1,6.1.5,C,1,0,March,June,2,TRUE
March,CUxCU,6,10,6.10.2,S,1,0,March,June,2,TRUE
March,CUxCU,6,100,6.100.14,C,1,0,March,June,2,TRUE
March,CUxCU,6,101,6.101.10,S,1,0,March,June,2,TRUE
March,CUxCU,6,101,6.101.12,C,1,0,March,June,2,TRUE
March,CUxCU,6,104,6.104.18,S,1,0,March,June,2,TRUE
March,CUxCU,6,104,6.104.20,S,1,1,October,October,1,FALSE
March,CUxCU,6,104,6.104.7,C,1,0,March,June,2,TRUE
March,CUxCU,6,105,6.105.24,S,1,0,March,June,2,TRUE
March,CUxCU,6,105,6.105.26,C,1,0,March,June,2,TRUE
March,CUxCU,6,105,6.105.34,S,1,0,March,June,2,TRUE
March,CUxCU,6,105,6.105.38,S,1,0,March,June,2,TRUE
March,CUxCU,6,105,6.105.51,C,1,0,March,June,2,TRUE
March,CUxCU,6,105,6.105.54,S,1,0,March,June,2,TRUE
March,CUxCU,6,107,6.107.21,C,1,0,March,June,2,TRUE
March,CUxCU,6,107,6.107.33,C,1,1,October,October,1,FALSE
March,CUxCU,6,107,6.107.34,S,1,0,March,June,2,TRUE
March,CUxCU,6,11,6.11.4,S,1,0,June,October,2,TRUE
March,CUxCU,6,14,6.14.2,C,1,0,March,June,2,TRUE
March,CUxCU,6,16,6.16.1,S,1,0,March,June,2,TRUE
March,CUxCU,6,16,6.16.8,S,1,0,June,October,2,TRUE
March,CUxCU,6,17,6.17.26,S,1,0,March,June,2,TRUE
March,CUxCU,6,17,6.17.27,S,1,0,March,June,2,TRUE
March,CUxCU,6,17,6.17.46,C,1,0,March,June,2,TRUE
March,CUxCU,6,17,6.17.47,S,1,0,March,June,2,TRUE
March,CUxCU,6,17,6.17.49,S,1,0,March,June,2,TRUE
March,CUxCU,6,17,6.17.50,C,1,0,March,June,2,TRUE
March,CUxCU,6,17,6.17.51,S,1,0,March,June,2,TRUE
March,CUxCU,6,17,6.17.53,S,1,0,March,June,2,TRUE
March,CUxCU,6,18,6.18.9,S,1,0,June,October,2,TRUE
March,CUxCU,6,19,6.19.4,S,1,1,October,October,1,FALSE
March,CUxCU,6,2,6.2.10,S,1,0,June,October,2,TRUE
March,CUxCU,6,2,6.2.7,S,1,0,March,June,2,TRUE
March,CUxCU,6,20,6.20.5,S,1,1,October,October,1,FALSE
March,CUxCU,6,21,6.21.3,S,1,0,March,June,2,TRUE
March,CUxCU,6,21,6.21.44,S,1,0,March,June,2,TRUE
March,CUxCU,6,21,6.21.45,S,1,0,March,June,2,TRUE
March,CUxCU,6,22,6.22.4,S,1,0,March,June,2,TRUE
March,CUxCU,6,23,6.23.30,S,1,0,June,October,2,TRUE
March,CUxCU,6,28,6.28.1,S,1,0,March,June,2,TRUE
March,CUxCU,6,28,6.28.29,S,1,1,October,October,1,FALSE
March,CUxCU,6,29,6.29.6,C,1,0,March,June,2,TRUE
March,CUxCU,6,32,6.32.2,S,1,0,March,June,2,TRUE
March,CUxCU,6,32,6.32.3,S,1,0,March,June,2,TRUE
March,CUxCU,6,32,6.32.9,C,1,0,March,June,2,TRUE
March,CUxCU,6,33,6.33.13,C,1,0,March,June,2,TRUE
March,CUxCU,6,33,6.33.16,C,1,0,March,June,2,TRUE
March,CUxCU,6,33,6.33.17,C,1,0,March,June,2,TRUE
March,CUxCU,6,33,6.33.21,C,1,0,March,June,2,TRUE
March,CUxCU,6,33,6.33.22,C,1,0,March,June,2,TRUE
March,CUxCU,6,33,6.33.23,C,1,0,March,June,2,TRUE
March,CUxCU,6,33,6.33.31,S,1,0,March,June,2,TRUE
March,CUxCU,6,33,6.33.34,S,1,0,March,June,2,TRUE
March,CUxCU,6,33,6.33.36,C,1,0,March,June,2,TRUE
March,CUxCU,6,34,6.34.10,S,1,0,March,June,2,TRUE
March,CUxCU,6,34,6.34.112,C,1,0,March,June,2,TRUE
March,CUxCU,6,34,6.34.113,S,1,0,March,June,2,TRUE
March,CUxCU,6,34,6.34.127,S,1,1,October,October,1,FALSE
March,CUxCU,6,34,6.34.2,S,1,0,March,June,2,TRUE
March,CUxCU,6,34,6.34.28,S,1,0,March,June,2,TRUE
March,CUxCU,6,34,6.34.3,C,1,0,March,June,2,TRUE
March,CUxCU,6,34,6.34.31,S,1,0,March,June,2,TRUE
March,CUxCU,6,34,6.34.70,S,1,0,March,June,2,TRUE
March,CUxCU,6,37,6.37.14,S,1,0,March,June,2,TRUE
March,CUxCU,6,37,6.37.2,C,1,0,March,June,2,TRUE
March,CUxCU,6,40,6.40.6,S,1,0,June,October,2,TRUE
March,CUxCU,6,41,6.41.1,S,1,0,June,October,2,TRUE
March,CUxCU,6,42,6.42.12,C,1,0,March,June,2,TRUE
March,CUxCU,6,42,6.42.19,S,1,0,March,June,2,TRUE
March,CUxCU,6,42,6.42.21,S,1,0,March,June,2,TRUE
March,CUxCU,6,44,6.44.13,C,1,0,March,June,2,TRUE
March,CUxCU,6,47,6.47.1,S,1,0,June,October,2,TRUE
March,CUxCU,6,5,6.5.12,S,1,0,June,October,2,TRUE
March,CUxCU,6,50,6.50.101,S,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.104,C,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.105,C,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.106,S,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.107,C,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.108,S,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.109,S,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.110,C,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.111,C,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.128,S,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.135,S,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.136,C,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.138,S,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.140,C,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.141,C,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.145,S,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.146,C,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.147,S,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.149,C,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.15,C,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.151,S,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.152,C,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.158,C,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.160,C,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.166,C,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.171,C,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.180,C,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.182,S,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.190,S,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.195,S,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.197,S,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.25,S,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.33,S,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.39,C,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.71,C,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.73,S,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.74,C,1,0,March,June,2,TRUE
March,CUxCU,6,50,6.50.75,S,1,0,March,June,2,TRUE
March,CUxCU,6,51,6.51.4,S,1,0,March,June,2,TRUE
March,CUxCU,6,53,6.53.2,S,1,0,June,October,2,TRUE
March,CUxCU,6,54,6.54.30,S,1,1,October,October,1,FALSE
March,CUxCU,6,56,6.56.24,S,1,1,October,October,1,FALSE
March,CUxCU,6,57,6.57.1,S,1,0,June,October,2,TRUE
March,CUxCU,6,57,6.57.2,S,1,0,June,October,2,TRUE
March,CUxCU,6,57,6.57.3,S,1,0,June,October,2,TRUE
March,CUxCU,6,60,6.60.89,C,1,0,March,June,2,TRUE
March,CUxCU,6,61,6.61.12,C,1,0,March,June,2,TRUE
March,CUxCU,6,61,6.61.13,C,1,0,March,June,2,TRUE
March,CUxCU,6,61,6.61.16,S,1,0,March,June,2,TRUE
March,CUxCU,6,61,6.61.18,S,1,0,March,June,2,TRUE
March,CUxCU,6,61,6.61.7,S,1,0,March,June,2,TRUE
March,CUxCU,6,61,6.61.8,C,1,0,March,June,2,TRUE
March,CUxCU,6,64,6.64.3,C,1,0,March,June,2,TRUE
March,CUxCU,6,64,6.64.7,S,1,1,October,October,1,FALSE
March,CUxCU,6,65,6.65.1,S,1,0,March,June,2,TRUE
March,CUxCU,6,66,6.66.3,S,1,0,March,June,2,TRUE
March,CUxCU,6,70,6.70.1,S,1,1,October,October,1,FALSE
March,CUxCU,6,72,6.72.9,S,1,1,October,October,1,FALSE
March,CUxCU,6,74,6.74.6,C,1,0,March,June,2,TRUE
March,CUxCU,6,75,6.75.10,C,1,0,March,June,2,TRUE
March,CUxCU,6,75,6.75.2,C,1,0,March,June,2,TRUE
March,CUxCU,6,75,6.75.5,C,1,0,March,June,2,TRUE
March,CUxCU,6,75,6.75.6,C,1,0,March,June,2,TRUE
March,CUxCU,6,75,6.75.8,S,1,0,March,June,2,TRUE
March,CUxCU,6,75,6.75.9,S,1,0,March,June,2,TRUE
March,CUxCU,6,77,6.77.4,S,1,0,March,June,2,TRUE
March,CUxCU,6,77,6.77.8,C,1,0,March,June,2,TRUE
March,CUxCU,6,79,6.79.3,S,1,1,October,October,1,FALSE
March,CUxCU,6,8,6.8.3,S,1,0,June,October,2,TRUE
March,CUxCU,6,80,6.80.8,S,1,0,March,June,2,TRUE
March,CUxCU,6,82,6.82.1,C,1,0,March,June,2,TRUE
March,CUxCU,6,82,6.82.10,C,1,0,March,June,2,TRUE
March,CUxCU,6,82,6.82.11,C,1,0,March,June,2,TRUE
March,CUxCU,6,82,6.82.12,C,1,0,March,June,2,TRUE
March,CUxCU,6,82,6.82.13,C,1,0,March,June,2,TRUE
March,CUxCU,6,82,6.82.2,C,1,0,March,June,2,TRUE
March,CUxCU,6,82,6.82.3,C,1,0,March,June,2,TRUE
March,CUxCU,6,82,6.82.4,C,1,0,March,June,2,TRUE
March,CUxCU,6,82,6.82.5,C,1,0,March,June,2,TRUE
March,CUxCU,6,83,6.83.5,C,1,0,March,June,2,TRUE
March,CUxCU,6,85,6.85.8,S,1,1,October,October,1,FALSE
March,CUxCU,6,86,6.86.1,S,1,0,March,June,2,TRUE
March,CUxCU,6,87,6.87.14,C,1,0,March,June,2,TRUE
March,CUxCU,6,87,6.87.16,C,1,0,March,June,2,TRUE
March,CUxCU,6,87,6.87.18,S,1,0,March,June,2,TRUE
March,CUxCU,6,87,6.87.25,C,1,0,March,June,2,TRUE
March,CUxCU,6,88,6.88.10,C,1,0,March,June,2,TRUE
March,CUxCU,6,88,6.88.19,C,1,0,March,June,2,TRUE
March,CUxCU,6,88,6.88.20,C,1,0,March,June,2,TRUE
March,CUxCU,6,88,6.88.24,C,1,0,March,June,2,TRUE
March,CUxCU,6,88,6.88.26,C,1,0,March,June,2,TRUE
March,CUxCU,6,88,6.88.30,S,1,0,June,October,2,TRUE
March,CUxCU,6,88,6.88.31,S,1,0,March,June,2,TRUE
March,CUxCU,6,88,6.88.32,C,1,0,March,June,2,TRUE
March,CUxCU,6,89,6.89.21,S,1,0,March,June,2,TRUE
March,CUxCU,6,89,6.89.43,C,1,1,October,October,1,FALSE
March,CUxCU,6,89,6.89.44,C,1,0,June,October,2,TRUE
March,CUxCU,6,89,6.89.72,S,1,1,October,October,1,FALSE
March,CUxCU,6,9,6.9.8,S,1,0,March,June,2,TRUE
March,CUxCU,6,90,6.90.11,C,1,0,March,June,2,TRUE
March,CUxCU,6,90,6.90.16,C,1,0,March,June,2,TRUE
March,CUxCU,6,90,6.90.19,S,1,0,March,June,2,TRUE
March,CUxCU,6,90,6.90.38,S,1,1,October,October,1,FALSE
March,CUxCU,6,90,6.90.8,S,1,0,March,June,2,TRUE
March,CUxCU,6,91,6.91.10,S,1,0,March,June,2,TRUE
March,CUxCU,6,91,6.91.11,S,1,0,March,June,2,TRUE
March,CUxCU,6,91,6.91.5,C,1,0,March,June,2,TRUE
March,CUxCU,6,91,6.91.9,S,1,0,March,June,2,TRUE
March,CUxCU,6,93,6.93.18,C,1,0,March,June,2,TRUE
March,CUxCU,6,93,6.93.4,S,1,0,March,June,2,TRUE
March,CUxCU,6,93,6.93.7,C,1,0,March,June,2,TRUE
March,CUxCU,6,94,6.94.1,S,1,0,March,June,2,TRUE
March,CUxCU,6,94,6.94.72,C,1,0,March,June,2,TRUE
March,CUxCU,6,96,6.96.11,S,1,0,June,October,2,TRUE
March,CUxCU,6,96,6.96.8,S,1,0,March,June,2,TRUE
March,CUxCU,6,98,6.98.14,S,1,0,March,June,2,TRUE
March,CUxCU,6,98,6.98.7,C,1,0,March,June,2,TRUE
March,CUxCU,6,98,6.98.9,S,1,0,March,June,2,TRUE
March,CUxDR,7,1,7.1.11,S,1,0,March,June,2,TRUE
March,CUxDR,7,1,7.1.12,S,1,0,March,June,2,TRUE
March,CUxDR,7,1,7.1.13,S,1,0,June,October,2,TRUE
March,CUxDR,7,1,7.1.14,S,1,0,June,October,2,TRUE
March,CUxDR,7,10,7.10.6,S,1,0,March,June,2,TRUE
March,CUxDR,7,10,7.10.7,S,1,0,March,June,2,TRUE
